,network,id,createdAt,staker,outcome,amount,dao,proposal
10,mainnet,0x00ba407a404646d5d7cb703dd989ba56a16a370977f87e8ac7c90b90e9faab8e,1608703920,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,700000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xa17de3d11c39c155ef18a02d168585747d8b3f7f058313247b6f5560a4a2adbf
11,mainnet,0x00ce6c34e1d0231114eee06f04b934c0adaa5febc603d7288e827f90e7ad78af,1572559475,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,800000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x0d87493d493452e30161c36af31c1e212dfdc8d8648144cd7cd32f0fb2b98e76
12,mainnet,0x00d83a8729f784cc69c31f38cbc5bd575715f3238ceccdbf9a54d820a71ef08f,1571222565,0x00234af289964cc53cae46452ddac6253fc3ec3a,Pass,250000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xffc63fc6514f3c648d3386e9e997fdfdfd15a01d7ffdf3a479d6f8b4190b9f2c
13,mainnet,0x00d9dc025480c37415d9e93b36addb14a86dbfdab355e934f67e5f7e8f7fbd63,1564361896,0x3e9976d5ba86a78d6e5c25bc2f309049676c0798,Pass,600000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x47b269722f896871c29afbad79926b4cc68a4f41321fb83677c0bd3c7aa34c00
14,mainnet,0x0111c13213f685273ac930f0b2445a271bd23a95e44d9c5bd722d3211f2f5412,1571200404,0x95fd1628e15e4ead16e4f85cc1e4e8c58d8bc34c,Fail,400000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x8f56d9e107897903d401aef317ded025f27422ecdc9af0a9406e45b4bc9daf28
15,mainnet,0x011efa48ba79334eb573d6e4980efdc0ccddfe6bbd942a4fba0af2205a984524,1563196731,0x730fd267ef60b27615324b94bf0bc7ed15d52718,Fail,265000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8de194855379635110cd6defce61938e404e0bede47b4a48df60ae2613803466
16,mainnet,0x0121bb6c72e4008685ccaaa52bee949faa8f8b550c1eb296e9fa7da5cf38e273,1571476165,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Fail,901000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x7a244f0eddf7aa3ab3d41b2664ff41dc63f7eb59a6d3300d33eb0f4e271ad8be
17,mainnet,0x0121e16c090db064dc8c9c2318e6860f5f43515995de7fb922e2a5d78207e903,1601893099,0xdb40ae9e2cbaf17bbe68d2ae221fa499f8e42c85,Pass,150000000000000000000,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7,0xf9b96048ccea8a3eaa1f04ee6eb0ccd9fa93ce26e0128480f5f541883f674b47
18,mainnet,0x014f3c4abafd7858ba37dff2482fa86ccb17e4652c7437437c91436348ce65c9,1658912446,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,255000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xb88989120136687e77339a17e21c86e9bb1469ac7766bbd8955b1469f5e007df
19,mainnet,0x0155d314df190537b8cbd88cfcce23bbd20462f2c586d65974dec8bbc16cab79,1573990081,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,200000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x99506e6fb142b18979682a88c557e224e83ac5026a1f7ab199fc121bc149352e
20,mainnet,0x015dac304e8a816d7cd44e260000a537290fd1b2528b22367a19e042d1649ea9,1643108337,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,550000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xd852607faeef3ad790d35d9ff8d96b518e3b6ec5264bdd74fc5f44490a215d8d
21,mainnet,0x0160d2cb2aaaa59d9ae1ef1ad367110e02b274290dfe0f42d287e2880b7beb40,1592529372,0x3706c5fbe1d3f9d8e1da3c0989ecff4cb84be4c8,Pass,10000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xcc582e0ee8ebc730d8473c67de077130c998c99da79466f4075bcc677b090d16
22,mainnet,0x017295ecc2181e072cf7cdd49ba3f337fce5e9eebcc0c46a65bf1fd3f8d54ee9,1560526824,0x50589344709e59885ac585a525c46a8979041177,Pass,180000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x30c0baeeadaeecd5e04a2883e5f36891e1b2cae34cb768c693aa1e5c896cda66
23,mainnet,0x018b18d9d7af3d250047f5b3802fc0d7aec2b138465bf3f1ec37e51776e2d101,1558691251,0x24597c5c68687e816ffc0c69e064cb70bb62a9cd,Pass,50000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x1a13d7f098a4379ab1fe96645bb80be1302a90e50521240ebb71c97149862a64
24,mainnet,0x019822fdeaa3d9335ccca19a4a26711dfb3ee233c85f3fb40dfb52085573deb0,1667406359,0x08eec580ad41e9994599bad7d2a74a9874a2852c,Pass,10000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8d20dcb81ce2ad44b8abb17a337c50ccdbd3f4c8fe0caaf88c5ea1aee14f3fc0
25,mainnet,0x01983054c1aeed14ba5bc8aed3050f4dc2a2217227d44c2bc0a1b175bbc3a908,1582416786,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x084f14d12e448cf175d31ab6a6dd4469bfebaac47565ca93f788af16d52123ff
26,mainnet,0x01ac01a48680d8339692d32235913f273fadb33792602a53a7d14ca042beffef,1569960549,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,1000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x80a07aca8d80c61b95ca46ff49845a1aba148e55fc081a5d64404feb17ba9a8c
27,mainnet,0x01b0aaef55b873aa3d3e1be1fd279f409d0e95d1fc45e669b25a60c315971efd,1603650463,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,90000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0xfd858b8f5e635746e7d430c23309f5d1db4fe34b055ef1ce1c293e1862a14ec6
28,mainnet,0x01c66d5921d31b2704f601da59d4f04fbb2578e560078c57bcc5a608b2f68c7d,1578958164,0x00234af289964cc53cae46452ddac6253fc3ec3a,Pass,15000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x10faedabfe50b856517569b3efe1166726155f6673b5f8adba57e82cffc9909d
29,mainnet,0x01d6b85a2874b1a3ad359c2bc1b6fa8c382fa1d84a273aaa8fc254a3a3ddbdf1,1565683296,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,200000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xeff89f86f04222bfa54c1668082f60ff49e80cf32205a436395629c6c8fdfbf8
30,mainnet,0x01e53c64fb514a0e7df5d4a4be365f525f35c37547d8221633977de296a66fe2,1570558252,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,1000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x0b740d0d1ea45f436b56427a895111ec21a34ea3132a33fe4bc572562a077c4b
31,mainnet,0x01ed54200293fc75b6a19834639507521ce40513fc0fa9c018e9e29e48fc845c,1599834353,0x84443f61efc60d10da9f9a2398980cd5748394bb,Pass,1500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xbc213cc5b9f0ee1615bb0d4f95596fbd1a3b607a621643d551f1d264ea13610c
32,mainnet,0x0215f23e4d982971128fe106441f16e6c7c23926c523e7932ba9d359fe8d2f0c,1594402648,0x03fadce719ca1cfe4f114e18c862be25e40fbf3c,Pass,2080000000000000071,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x8b2a099d2fd65a1f18e46f8a4bfe227e9cc2065f64bd73b2f8a04eec747a8a31
33,mainnet,0x0226d629dfbc16d78cc3788cf84ae62d331767c19a240d4df73e3d3714c757aa,1566416295,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,220000000000000000000,0xe8e1d0f1783b22ff409deb14fa5acc9cce2a3d15,0x90f193d9691673f756696e9b6f3b735fa9ac7e7e2494280b439686877e768efa
34,mainnet,0x022967feb9c8369f51b53a0ab0189f7e96d12519c58b44621b248e9720a3f154,1570089357,0x2df717be53c990b07b158d14db7468de9b828582,Pass,3000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x510b945aa11c67387a8aca461415ecc089610f0aafdf4ea515f3ade3f4dc0191
35,mainnet,0x0229d490c544e2e6aab63f391a2a2bbf4d7c2345cb021af01142b6208a87e689,1573565562,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Fail,2000000000000000000,0x2b8c70fffda7f3d7667f7cfede1429313886329c,0x0abd8dcd41c5d43cd778763aefe76907b695df77136e400d61dce61aa0db4418
36,mainnet,0x022a475dd5879936435d0e38a1788fe39718de3ae843fe0a32aa2e02a34a9c02,1573825468,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,250000000000000000000,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,0xd259d6262f95b55e17145f517ba62eba0e551cd0695ddee19845fda4698e12cf
37,mainnet,0x02555a512e50a567fbffe8cc3e5c8d6c235414c4d9c212e53611832a7ed403d2,1583903708,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,400000000000000000000,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,0x6be47914c8fd79caa89d7a80b912c131f569c28d2169b59f0ca08133266222d6
38,mainnet,0x0273c6b9e9cdd927b983572260f2c85e506d14e97536516f801f1caea866ba2a,1637744695,0x34f1e87e890b5683ef7b011b16055113c7194c35,Pass,2500000000000000000000,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7,0x5e72d7533be359128a437722be1cd3ade0cfa1d11ce327c73283f4608bcd98fc
39,mainnet,0x0299aaa2a98aeeeff1b2d9f8fb58dc0302455d64c1f999a538afa58f0e4edb10,1554978464,0xb1b7586656116d546033e3baff69bfcd6592225e,Pass,50000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xc4a445241e97d04128620bfc2bfecdfecdfbdf0f79d6cefc4d59a2596cb11fe5
40,mainnet,0x029fdbdd59f23a5c21d781d41b51a1f89f1985370fddcc3d71e39f34efbaa9f3,1558449305,0x4171160db0e7e2c75a4973b7523b437c010dd9d4,Pass,1000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x5e74a46a2edfbe6e0ab1f2b77dd7f6f2f5dbcdf272c14ece2293f0d17e6988a7
41,mainnet,0x02ae9989f3848035a1c13d5015450f79fa7b291d426b013514db4d480831ea53,1578339429,0x50589344709e59885ac585a525c46a8979041177,Pass,141000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0xdf7d1b7b36f71833fc05905595b3e6ecc6980e70918989a4a6212a4066cc197d
42,mainnet,0x02defeabca74081d95cd8f7316bcae7e6e8ab167af2ce6fa25f5b4dfcdccae4d,1594085083,0x58b753f0c417494226af608b63e80028255cbc64,Pass,2000000000000000000,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x437d3b6998e17d84a9c824742c58f45999260d2547cdd51a38092c90efe16605
43,mainnet,0x02e25d9ce33a6aa42824d672b3424bcb0ef947360b1ec6e78905c6487d1de409,1584225919,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x5a34b00d5c916ce346174c612da5c28a96e630ac75931efbf80d78557ec92b31
44,mainnet,0x02f7f62f2db84d39203298e5978e5a6cd34ad74a49a0e70ed56b2ce15e75a1fa,1560368641,0x7539a96097e5214da7336be510cddd415339949e,Pass,200000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0xeb5a6b6356f27246398cc3c4c5f7ee79f2045d35d642e1def0d56c7324034bea
45,mainnet,0x02ff3ae952c36ad6a1d28aee6d34859fedab02e10916941331968e24e994eef1,1571198027,0x95fd1628e15e4ead16e4f85cc1e4e8c58d8bc34c,Fail,3000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x47d16bab9af5551f9ac10b13e32726ceefe6c01152a9b9da01626172d9afda2e
46,mainnet,0x0307c16e1c016dadb960b60c02fb949e72f72d4c41b9f7628b95d39a4b9a97c5,1611776372,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,2000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xeceee3e313f23b3b6c5bd0708ad6511963e5d65081fb725a120847a579ac4989
47,mainnet,0x03084ad5dc81dc31c8d83c5cfe5a752414efab05234d3ef68bfba3830798d12a,1656056079,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,370000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xd78191fcd9bb043adb1e5da3e049cd3447fc4deddb15e3b94bf84c15c55dcb7b
48,mainnet,0x030b693c0ea0ff7e3f1546eed7ee45cd97d98077ba4231d77cd4ae7b4e738e6c,1562082425,0x26904e77a65ba7ff95803d804ef46fc6d8f33720,Fail,100000000000000000000,0x6bee9b81e434f7afce72a43a4016719315069539,0x65eb4e770e92e1cf8f45bc5e4056a130b76622657574b60a5c76b6276cb81c4d
49,mainnet,0x0323c79584e56aaacc7a591d6ba145f6c92bd9977b75fb674a86b85a16598b82,1574332594,0xbaaea72417f4dc3e0f52a1783b0913d0f3516634,Fail,30000000000000000000,0x2b8c70fffda7f3d7667f7cfede1429313886329c,0x67008094f98dfcf8ecf59d2ff153432ef9372ab04899ccc7f54894acb9fc7f8b
50,mainnet,0x032fa2da3b1ced53a92fee864f3c5f17a1d31b9f6448eb2284053322a32f89e2,1571443551,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,250000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x7c4cd8fb84def9d5c6feded50d4cf43d2a3096ec544981a359d6c87e1bfc6b27
51,mainnet,0x037c913b79c4404507486dccb52ce7aa5b92ab98bae98cb54567601cf5308468,1613752279,0xb1b7586656116d546033e3baff69bfcd6592225e,Pass,2000000000000000000,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x8934806e518d9a2855cd25cec8acae7bd7fd136561a0feb9e52285d88cc87885
52,mainnet,0x03c4fcbc9c98ecbde0a6175e2be582390be2bd879ba56aef01bd1c085061e8aa,1561228109,0x455f20cc3a68dd35fb7ec39d1a50a652206d324c,Pass,50000000000000000000,0x6bee9b81e434f7afce72a43a4016719315069539,0xd97cfb93b1309e5b0a5308e50c8efd4130d03da78aba853aaefb9ccad2873f36
53,mainnet,0x03c965abd51b3192a217f51b320f7498533046be9971929e59cad30eda13cce6,1623832960,0xe1d2210a967ee144aad31ecd08565e894b88ffaf,Pass,800000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xe2873e7e59938b82a961132535b7815bfdfd858566df464e36471bb25114540f
54,mainnet,0x03ebf4f243c592b538f87ad9a8b7931d4cc338a929404b661517510e81b09fba,1556287833,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,161000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xb6756e1b9bcfc970298f561899d50282be454aea120838a0d9326e3705aa75c2
55,mainnet,0x04236d95889e4bd2c2cc571f1a21e6aebe883d17d35edf63c2c4ea11f0c1656b,1587158135,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,2000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xeb9cf2b3d76664dc1e983137f33b2400ad11966b1d79399d7ca55c25ad6283fa
56,mainnet,0x0425a025be67a1cde469cd87a0bc745e1c114a853c26994496a5a8fc415f7f3a,1599410276,0xb435871b0959561226b4d903b1abf79528177e81,Pass,1000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x7280f821590a5a9f004bf356b24bfc6bc6dda5f485f63dae12911d9e2de78082
57,mainnet,0x04267098941cb79567a03709c6598b085d24ed42edeae5be800ce54927fa0c12,1564426672,0x3c87b4c34abdb615bd405458982e1a2076d24111,Fail,10000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8a02cf636fc646b82a3e2f5d9c8257a635be60607552f7b5308750afc3b1b1e0
58,mainnet,0x04331d3c5c002e7c1aaa230931c9d7bde8ad2915555f2ea5fa1515554d72567b,1595071831,0xb435871b0959561226b4d903b1abf79528177e81,Fail,500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x796e3eb707b268fa7433143fba777e1999e8af0a70d80257de2d225a5693f445
59,mainnet,0x04549ae9f78fb10d54e109d3880bae5dee1654b3c9df5998eefe0a669055da09,1602028314,0xb1b7586656116d546033e3baff69bfcd6592225e,Pass,2000000000000000000,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x5431f6e581accc92967c85cf104bc573f7930b5bbfe3c39fb3677de778af945d
60,mainnet,0x046a065d175ca645ec2c89fe595ea5d3c48da7afe5d2786cb48d0e4023a7b159,1573609938,0xb391ae8fc7483770930d1deab5a898206e9cdb3f,Pass,100000000000000000000,0x2b8c70fffda7f3d7667f7cfede1429313886329c,0x9458e3ea04e1cae423c054c4b6dc6b8fb2213f7c1b83b33f97f4cb030fee38c7
61,mainnet,0x04a85f5fdae0ae120d677da873adac183e181b76f93c633a09f8b8330aecc10c,1570211360,0x0f07d407ac41d6dbb2cf237b0704c0ab5b9b8754,Pass,500000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9718f85ae3904cc3ec5653865cfccf313a3f845331248bc944460d9ad8927c48
62,mainnet,0x04c5356388500bffcbb07a45404d293d2783dd805b983e6c60cd9bc4f14d6b1d,1591038818,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,400000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x930726526adf29b182e471a502d14b167b338092ca2b20a07b663244874bb698
63,mainnet,0x04c79dd653068e3da261a1e49b6eb75594a29477edd1971b2dbcc41b500dd8f4,1565032062,0xd3cc03c1d1e9d46f28aebc4ba26c5990c7ffbc3e,Pass,60000000000000000000,0x6bee9b81e434f7afce72a43a4016719315069539,0xd4c6f5195ce15f1057230c70e9111b3fae2d6dd8915459787eafd34a4883612d
64,mainnet,0x04e158dc258ae669167c4cdf2b90b2f7c488e6b27ecf725aaa1baa4c5073d28d,1599640931,0xb435871b0959561226b4d903b1abf79528177e81,Pass,1500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x21c180f2d19008cfaed5b93d58a08c78ef1341f235961e3e60ac6193495d1b9f
65,mainnet,0x04e8b9a6d1e7c66b9371bd83bf39304cc81e37528f8f5a6323a8d5a5b029c9d1,1585360020,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,200000000000000000000,0xafdd1eb2511cd891acf2bff82dabf47e0c914d24,0xb7df17602a99decb1cbda2d014bea2760524c4bd5f1bc8f2e80ab6f082a9ad29
66,mainnet,0x05137e34d707af89cbc7b8879e05938f975ee3091653817924cce7bfb3f82702,1578243032,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,Pass,100000000000000000000,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,0x2e56b65744b909c02997a0288e25e0a069c36a4a8f43be50eb03c991572c2934
67,mainnet,0x051941d37a2eec250832d9a80b996d5148d647e12c163d01c582a6973157d25b,1579294412,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,Pass,20000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xff0687edc4e65c727c9d91e839106f0840f17dd8042263ea8fd12476daa9425a
68,mainnet,0x0519dbf7876400e76e9e387733028c89a3c7ceff1a27035e1638914d4ab60175,1606400732,0x26358e62c2eded350e311bfde51588b8383a9315,Pass,1189999999999999947,0x519b70055af55a007110b4ff99b0ea33071c720a,0xda3f3ed67575437eed38497767c1207a37c1640e09fa71fa882601523271a1a4
69,mainnet,0x05222e30aff9dc59bca55a7bec40fc66884e0ba38800c2a48c06d6bbb80ee4e2,1578958184,0x00234af289964cc53cae46452ddac6253fc3ec3a,Fail,6000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x371d23d550fbac2d3b748751a532c63cd24dd56251f8fc82d2919c8615b4293b
70,mainnet,0x05272dd80f83e2850321f32e915a2ba41c7fc43a8f928f45cddf1ef0bd7f2702,1571653399,0x144c4e5027b69f7798b2b162d924bcae5c149f15,Fail,50000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xef696b20f0b2221c6fb9d8244e17a220850dbddad68b0f8b8f0b2dffdcad2b57
71,mainnet,0x0532989fc812a6ac92e0035956707ed2a05348b87063fe3e80ff92f12d9adc36,1572002573,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,Pass,96000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x50426c06f450c20a21d7726df57a2ebb99a4a94d75c5d379ad59ce80c1217bee
72,mainnet,0x0534e8452b9e073e18766baf960930f3ef6ccc5ba33da89331dbfc540e7d252e,1626464447,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,1080000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xcecaa0589e62e788586991aff76291f537ae054ef21b3da0689af08c2e51f49a
73,mainnet,0x0545fb4ee99f800229629b151b5a640679b87944e549cb39d99c23ec18902a2f,1579512376,0xf5913759b449fae8900d61f7116d451d200c60f7,Pass,250000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x1a5422d8e1aeb23146a1632c2a42d930aac659ecf1a3cef332d968ef8b1070b1
74,mainnet,0x054f648927933dadcc3468b2a38a7ad032e8af94b48411b664f23c7535d0fc27,1582203304,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,200000000000000000000,0xe8e1d0f1783b22ff409deb14fa5acc9cce2a3d15,0x356ca6e719a2556339266c4548f9b2a80c99c62df1b8543dafb8618c41414295
75,mainnet,0x057ece7ce13c9c3e55092ce7a424c1935b64f26a46eeaf55ee1195b9d94b9525,1600659470,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,1000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x9cc7b0dcf4a57987e6e2a526dc020942572214c3cc9bfd0db24b75f4fb38e9d5
76,mainnet,0x058eac361f48c59342e5ee9f9bfbe8719549feea7df60ec83e7d28bac85b76e3,1574500685,0x7539a96097e5214da7336be510cddd415339949e,Pass,300000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xef912103b85fb5d053f46f2817e89d8c66542e84523488e85a9dfd631e7f1a7b
77,mainnet,0x05ab0a968b95585b3cc057ef68e354bbbe41d2de5381a1f977a71b6d8dc52438,1580831963,0xdb40ae9e2cbaf17bbe68d2ae221fa499f8e42c85,Pass,1000000000000000000,0x3324b516df92e78463d8b0616dd146cf6c58b0b9,0xb27e9c64ff2037e26eaf180a1914a4e32cfa38e6618c1bef9b2a1e1f5d4eadd7
78,mainnet,0x05aeba50e097156d8c3ef44f3b7179c7280c6025c71ff02d9d4bf56a1d83fb47,1599639573,0xb435871b0959561226b4d903b1abf79528177e81,Pass,1500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xbc213cc5b9f0ee1615bb0d4f95596fbd1a3b607a621643d551f1d264ea13610c
79,mainnet,0x05d0eacf2b90123f3752572a117e190f19a2cc52a7d4d91de305c79f05d46c7d,1575496595,0xa1b02d8c67b0fdcf4e379855868deb470e169cfb,Pass,100000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x87bae5f5abc61cbea62813f71e1a8dc2afabab1fdbd1bbf12593b24e760c5d3c
80,mainnet,0x05f82aad351636155a2ce916f9117d6f36fd29888647df8cd4e0dc27e945a6ae,1625863370,0x7fb1d2cf886a66f0a2d6a4c841f529f116e274b1,Pass,25000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xede2d4092056e12684087e974633542ed26d5b6aa56518a7f8c1fd140b22ed8e
